id,address_state,application_type,emp_length,emp_title,grade,home_ownership,loan_status,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,last_credit_pull_date,last_payment_date,next_payment_date,original_issue_date
471543,FL,INDIVIDUAL,"4 years","Sarasota Memorial Hospital",A,MORTGAGE,"Fully Paid",595343,car,A1," 36 months","Not Verified",241875,0.064,494.4,0.0705,16000,24,17370,2021-11-08,2021-11-08,2021-11-09,2021-09-12
873529,NY,INDIVIDUAL,"4 years","Jefferson Lewis BOCES",A,MORTGAGE,"Fully Paid",1087835,car,A1," 36 months","Not Verified",24000,0.067,39.21,0.0542,1300,46,1411,2021-09-15,2021-09-14,2021-10-14,2021-11-09
550334,VA,INDIVIDUAL,"4 years","Fairfax County Govt.",A,MORTGAGE,"Fully Paid",709388,car,A2," 36 months","Not Verified",96000,0.0829,138.46,0.0676,4500,28,4613,2021-05-16,2021-11-03,2021-11-04,2021-10-07
361816,CA,INDIVIDUAL,"4 years","Perot Systems",A,MORTGAGE,"Fully Paid",370608,car,A3," 36 months","Not Verified",90000,0.0428,156.69,0.08,5000,12,5641,2021-05-16,2021-11-11,2021-11-12,2021-08-11
399481,FL,INDIVIDUAL,"4 years","Martin County School District",A,MORTGAGE,"Fully Paid",442237,car,A3," 36 months","Not Verified",81804,0.0898,282.03,0.08,9000,30,10153,2021-03-16,2021-12-05,2021-12-06,2021-09-05
446873,CA,INDIVIDUAL,"4 years","Sacramento Child Advocates",A,MORTGAGE,"Fully Paid",546914,car,A4," 36 months","Not Verified",28880,0.1596,63.23,0.0859,2000,12,2260,2021-01-16,2021-12-02,2021-12-03,2021-09-10
887905,VA,INDIVIDUAL,"5 years","City of Richmond",A,MORTGAGE,"Fully Paid",1104233,car,A1," 36 months","Not Verified",51000,0.1753,121.75,0.0603,4000,15,4383,2021-05-16,2021-10-14,2021-11-14,2021-11-09
834628,GA,INDIVIDUAL,"5 years","Le Clos",A,MORTGAGE,"Fully Paid",1044500,car,A1," 36 months","Not Verified",49000,0.0585,105.56,0.0542,3500,16,3800,2021-05-16,2021-08-14,2021-09-14,2021-11-08
803977,WA,INDIVIDUAL,"5 years","Bellevue School District",A,MORTGAGE,"Fully Paid",1009793,car,A1," 36 months","Not Verified",42000,0.044,180.96,0.0542,6000,31,6515,2021-05-16,2021-07-14,2021-08-14,2021-11-07
460501,GA,INDIVIDUAL,"5 years","American Home Shield",A,MORTGAGE,"Fully Paid",574859,car,A2," 36 months","Not Verified",50000,0.0317,155.3,0.074,5000,32,5398,2021-12-01,2021-11-04,2021-11-05,2021-09-11
500124,AZ,INDIVIDUAL,"5 years","ST Microelectronics",A,MORTGAGE,"Fully Paid",642219,car,A3," 36 months","Not Verified",85000,0.0329,247.52,0.0714,8000,32,8906,2021-02-13,2021-02-13,2021-03-13,2021-10-04
421959,GA,INDIVIDUAL,"5 years","US Air Force",A,MORTGAGE,"Fully Paid",496234,car,A4," 36 months","Not Verified",50000,0.0833,95.85,0.0932,3000,28,3189,2021-10-05,2021-10-05,2021-10-06,2021-09-07
1040942,PA,INDIVIDUAL,"5 years","Agusta Westland",A,MORTGAGE,"Fully Paid",1271153,car,A4," 36 months","Not Verified",139200,0.2009,187.75,0.079,6000,31,6395,2021-07-13,2021-07-13,2021-08-13,2021-11-12
694067,NY,INDIVIDUAL,"6 years","faztec industries",A,MORTGAGE,"Fully Paid",884942,car,A1," 36 months","Not Verified",57600,0.0725,120.64,0.0542,4000,24,4343,2021-03-14,2021-03-14,2021-04-14,2021-11-03
720394,NV,INDIVIDUAL,"6 years","Washoe County School District",A,MORTGAGE,"Fully Paid",914846,car,A3," 36 months","Not Verified",37459,0.0061,172.71,0.0692,5600,8,6130,2021-04-13,2021-03-13,2021-04-13,2021-11-04
360506,GA,INDIVIDUAL,"6 years","Classic Center",A,MORTGAGE,"Fully Paid",368318,car,A3," 36 months","Not Verified",58500,0.0507,125.35,0.08,4000,19,4512,2021-11-11,2021-11-11,2021-11-12,2021-08-11
673841,CA,INDIVIDUAL,"6 years","Templeton Steel",A,MORTGAGE,"Fully Paid",861281,car,A4," 36 months","Not Verified",60000,0.014,94.59,0.0729,3050,12,3170,2021-07-13,2021-11-09,2021-11-10,2021-11-02
667916,NY,INDIVIDUAL,"7 years","NYS Dept. of Environmental Conservation",A,MORTGAGE,"Fully Paid",853863,car,A1," 36 months","Not Verified",65000,0.1429,180.96,0.0542,6000,33,6515,2021-02-14,2021-02-14,2021-03-14,2021-11-02
708650,FL,INDIVIDUAL,"7 years",Centurylink,A,MORTGAGE,"Fully Paid",901168,car,A3," 36 months","Not Verified",72000,0.0217,154.21,0.0692,5000,11,5543,2021-12-13,2021-12-13,2022-01-13,2021-11-03
608757,CA,INDIVIDUAL,"7 years","J.F. Shea Co., Inc.",A,MORTGAGE,"Fully Paid",780895,car,A5," 36 months","Not Verified",123000,0.234,280.61,0.0691,15000,50,10102,2021-05-16,2021-11-13,2021-12-13,2021-10-11
645985,CA,INDIVIDUAL,"8 years","Hunter Industries",A,MORTGAGE,"Fully Paid",826524,car,A1," 36 months","Not Verified",110000,0.0524,235.25,0.0542,7800,27,8388,2021-02-15,2021-02-13,2021-03-13,2021-11-01
784380,SC,INDIVIDUAL,"8 years","Carolina Engine",A,MORTGAGE,"Fully Paid",987587,car,A1," 36 months","Not Verified",48000,0.109,135.72,0.0542,4500,28,4680,2021-12-15,2021-12-05,2021-12-06,2021-11-06
863309,CT,INDIVIDUAL,"8 years","Stafford Family Chiropractic, LLC",A,MORTGAGE,"Fully Paid",1076434,car,A2," 36 months","Not Verified",77040,0.205,179.47,0.0599,5900,30,6461,2021-09-14,2021-09-14,2021-10-14,2021-11-09
831388,OH,INDIVIDUAL,"8 years","Vitas Healthcare Corp.",A,MORTGAGE,"Fully Paid",1040609,car,A4," 36 months","Not Verified",60000,0.2712,62.21,0.0749,2000,31,2239,2021-08-14,2021-08-14,2021-09-14,2021-11-08
726906,VA,INDIVIDUAL,"8 years","mary washington hospital",A,MORTGAGE,"Fully Paid",922378,car,A4," 36 months","Not Verified",40560,0.0737,93.03,0.0729,3000,47,3292,2021-12-15,2021-02-13,2021-03-13,2021-11-04
749594,CA,INDIVIDUAL,"9 years","Town of Apple Valley",A,MORTGAGE,"Fully Paid",948842,car,A1," 36 months","Not Verified",60000,0.15,108.58,0.0542,3600,41,3909,2021-05-14,2021-05-14,2021-06-14,2021-11-05
1039551,CA,INDIVIDUAL,"9 years","Townsend Design",A,MORTGAGE,"Fully Paid",1269489,car,A1," 36 months","Not Verified",54960,0.1085,167.4,0.0603,5500,15,6026,2021-05-16,2021-12-14,2022-01-14,2021-11-11
725132,DE,INDIVIDUAL,"9 years","Astrazeneca Pharmaceuticals",A,MORTGAGE,"Fully Paid",920343,car,A5," 36 months","Not Verified",84000,0.1734,183.97,0.0766,5900,31,6534,2021-05-13,2021-04-13,2021-05-13,2021-11-04
759237,MO,INDIVIDUAL,"< 1 year","Tri-River Design & Construction",A,MORTGAGE,"Fully Paid",959469,car,A1," 36 months","Not Verified",65000,0.1927,120.64,0.0542,4000,20,4343,2021-05-14,2021-06-14,2021-07-14,2021-11-05
388170,FL,INDIVIDUAL,"< 1 year","AMG Imaging Supplies",A,MORTGAGE,"Fully Paid",421436,car,A1," 36 months","Not Verified",50004,0.101,372.55,0.0737,12000,31,13412,2021-05-15,2021-12-04,2021-12-05,2021-09-03
455641,CT,INDIVIDUAL,"< 1 year","College of Westchester",A,MORTGAGE,"Fully Paid",565159,car,A5," 36 months","Not Verified",52000,0.0909,312.81,0.0788,10000,20,11277,2021-10-15,2021-03-13,2021-04-13,2021-10-02
1031003,TX,INDIVIDUAL,"10+ years",AT&T,A,MORTGAGE,"Fully Paid",1260425,car,A1," 36 months","Not Verified",115000,0.0271,121.75,0.0603,4000,22,4383,2021-11-14,2021-12-14,2022-01-14,2021-11-11
396521,MA,INDIVIDUAL,"3 years","Harvard University",A,MORTGAGE,"Fully Paid",436823,car,A3," 36 months","Not Verified",99996,0.0432,250.69,0.08,8000,18,8551,2021-10-15,2021-10-06,2021-10-07,2021-09-05
808963,IL,INDIVIDUAL,"5 years","primus express inc",A,MORTGAGE,"Fully Paid",1015737,car,A1," 36 months","Not Verified",60000,0.2096,150.8,0.0542,5000,34,5429,2021-07-14,2021-07-14,2021-08-14,2021-11-07
1044077,FL,INDIVIDUAL,"1 year","E-Z-GO, Textron",A,MORTGAGE,"Fully Paid",1274416,car,A2," 36 months","Not Verified",45000,0.1632,92.12,0.0662,3000,23,3316,2021-05-16,2021-12-14,2022-01-14,2021-11-11
697609,TX,INDIVIDUAL,"1 year","ETMC Carthage",A,MORTGAGE,"Fully Paid",888953,car,A4," 36 months","Not Verified",40000,0.1041,124.04,0.0729,4000,12,4465,2021-11-14,2021-03-14,2021-04-14,2021-11-03
757255,FL,INDIVIDUAL,"1 year","Florida Farm Bureau Insurance Company",A,MORTGAGE,"Fully Paid",957278,car,A5," 36 months","Not Verified",55000,0.1647,252.51,0.0849,8000,27,9090,2021-06-14,2021-06-14,2021-07-14,2021-11-06
713504,VA,INDIVIDUAL,"1 year","Graham Packaging Inc.",A,MORTGAGE,"Fully Paid",906743,car,A5," 36 months","Not Verified",72000,0.1887,65.48,0.0766,2100,39,2357,2021-05-16,2021-04-14,2021-05-14,2021-11-04
472636,VA,INDIVIDUAL,"10+ years","Prince William County Schools",A,MORTGAGE,"Fully Paid",596860,car,A1," 36 months","Not Verified",75000,0.0173,247.2,0.0705,8000,24,8900,2021-02-13,2021-01-13,2021-02-13,2021-10-01
764852,OH,INDIVIDUAL,"10+ years","Alliance Datg",A,MORTGAGE,"Fully Paid",965621,car,A1," 36 months","Not Verified",85000,0.0476,180.96,0.0542,6000,22,6515,2021-06-14,2021-06-14,2021-07-14,2021-11-05
552448,MO,INDIVIDUAL,"10+ years","Hodgdon Powder Company,  Inc.",A,MORTGAGE,"Fully Paid",711857,car,A2," 36 months","Not Verified",70000,0.101,135.38,0.0676,4400,15,4858,2021-09-15,2021-02-13,2021-03-13,2021-10-07
668787,NY,INDIVIDUAL,"10+ years","Metropolitan Museum of Art",A,MORTGAGE,"Fully Paid",855127,car,A2," 36 months","Not Verified",48000,0.104,150.88,0.0579,4975,11,5432,2021-02-14,2021-02-14,2021-03-14,2021-11-02
508736,PA,INDIVIDUAL,"10+ years","Sarnoff Corporation",A,MORTGAGE,"Fully Paid",656465,car,A2," 36 months","Not Verified",73400,0.0281,64.62,0.0676,2100,28,2306,2021-12-08,2021-12-08,2021-12-09,2021-10-04
719399,MO,INDIVIDUAL,"10+ years",IRS,A,MORTGAGE,"Fully Paid",913732,car,A2," 36 months","Not Verified",68800,0.1387,145.57,0.0579,4800,46,4930,2021-10-15,2021-11-10,2021-11-11,2021-11-04
707303,WV,INDIVIDUAL,"10+ years","Champion Industries-CPC Printing",A,MORTGAGE,"Fully Paid",899636,car,A2," 36 months","Not Verified",40000,0.0885,121.31,0.0579,4000,31,4299,2021-03-16,2021-01-13,2021-02-13,2021-11-03
788944,IL,INDIVIDUAL,"10+ years","Oncology Specialists",A,MORTGAGE,"Fully Paid",992748,car,A2," 36 months","Not Verified",65500,0.2255,91.26,0.0599,3000,34,3285,2021-07-14,2021-07-14,2021-08-14,2021-11-06
597469,IL,INDIVIDUAL,"10+ years","Finley Hospital",A,MORTGAGE,"Fully Paid",766903,car,A2," 36 months","Not Verified",52800,0.1527,59.23,0.0676,1925,43,2013,2021-11-08,2021-11-08,2021-11-09,2021-10-10
987462,KY,INDIVIDUAL,"10+ years","Welborn Floral",A,MORTGAGE,"Fully Paid",1211442,car,A3," 36 months","Not Verified",60000,0.0858,248.89,0.0751,8000,52,8936,2021-01-15,2021-10-14,2021-11-14,2021-11-10
661158,AZ,INDIVIDUAL,"2 years","TrueNorth Insurance Companies",A,MORTGAGE,"Fully Paid",845559,car,A1," 36 months","Not Verified",105000,0.0514,150.8,0.0542,5000,20,5429,2021-05-16,2021-02-14,2021-03-14,2021-11-01
1010097,MI,INDIVIDUAL,"2 years","Vogel Plumbing",A,MORTGAGE,"Fully Paid",1236893,car,A1," 36 months","Not Verified",60000,0.1446,45.66,0.0603,1500,35,1529,2021-01-16,2021-12-03,2021-12-04,2021-11-11
484323,NJ,INDIVIDUAL,"2 years","control point assoc",A,MORTGAGE,"Fully Paid",616593,car,A1," 36 months","Not Verified",52000,0.1452,146.88,0.0639,4800,28,5288,2021-02-16,2021-07-13,2021-08-13,2021-10-06
489841,NJ,INDIVIDUAL,"2 years","Interfaith Medical Center",A,MORTGAGE,"Fully Paid",625184,car,A5," 36 months","Not Verified",69000,0.2297,344.09,0.0788,11000,59,11796,2021-11-05,2021-11-05,2021-11-06,2021-10-03
1022407,LA,INDIVIDUAL,"3 years","Larry Grayson Trucking",A,MORTGAGE,"Fully Paid",1251195,car,A2," 36 months","Not Verified",76800,0.1034,184.23,0.0662,6000,27,6514,2021-04-15,2021-08-13,2021-09-13,2021-11-11
1027067,MI,INDIVIDUAL,"3 years","K&K  TRANSPORT SERVICES",A,MORTGAGE,"Fully Paid",1256261,car,A2," 36 months","Not Verified",70000,0.2038,237.96,0.0662,7750,26,8566,2021-05-16,2021-12-14,2022-01-14,2021-11-11
466091,NY,INDIVIDUAL,"3 years","New York State DEC",A,MORTGAGE,"Fully Paid",585294,car,A2," 36 months","Not Verified",60000,0.1276,139.77,0.074,4500,33,5032,2021-02-14,2021-12-12,2022-12-01,2021-09-12
737488,TX,INDIVIDUAL,"3 years","D4D Technologies",A,MORTGAGE,"Fully Paid",934676,car,A3," 36 months","Not Verified",99400,0.089,185.05,0.0692,6000,38,6655,2021-02-14,2021-02-14,2021-03-14,2021-11-04
839671,MD,INDIVIDUAL,"4 years","Onyx Power",A,MORTGAGE,"Fully Paid",1049845,car,A2," 36 months","Not Verified",96000,0.016,292.01,0.0599,9600,11,10512,2021-05-16,2021-08-14,2021-09-14,2021-11-08
644846,NY,INDIVIDUAL,"4 years","Storms Ford Lincoln",A,MORTGAGE,"Fully Paid",825145,car,A2," 36 months","Not Verified",95000,0.0728,242.62,0.0579,8000,43,8734,2021-10-15,2021-01-14,2021-02-14,2021-11-01
511422,WI,INDIVIDUAL,"4 years","van galder bus co.",A,MORTGAGE,"Fully Paid",660596,car,A3," 36 months","Not Verified",45000,0.048,46.41,0.0714,1500,29,1671,2021-03-16,2021-05-13,2021-06-13,2021-10-05
840046,CO,INDIVIDUAL,"5 years","Canyon View Vineyard Church",A,MORTGAGE,"Fully Paid",1050351,car,A1," 36 months","Not Verified",60000,0.0188,60.32,0.0542,2000,29,2171,2021-05-16,2021-07-14,2021-08-14,2021-11-08
470186,WA,INDIVIDUAL,"5 years","Peak CMS",A,MORTGAGE,"Fully Paid",593497,car,A2," 36 months","Not Verified",72000,0.2152,496.95,0.074,16000,23,17890,2021-02-13,2021-01-13,2021-02-13,2021-10-01
810774,LA,INDIVIDUAL,"5 years","american sugar refining",A,MORTGAGE,"Fully Paid",1017727,car,A3," 36 months","Not Verified",80000,0.1452,154.37,0.0699,5000,20,5557,2021-09-15,2021-07-14,2021-08-14,2021-11-07
591656,NM,INDIVIDUAL,"5 years","STATE FARM INSURANCE",A,MORTGAGE,"Fully Paid",759924,car,A4," 36 months","Not Verified",38400,0.1072,186.67,0.0751,6000,13,6641,2021-02-13,2021-01-13,2021-02-13,2021-10-10
489630,IL,INDIVIDUAL,"5 years",Coilcraft,A,MORTGAGE,"Fully Paid",624789,car,A4," 36 months","Not Verified",52000,0.1048,121.33,0.0751,3900,12,4168,2021-11-09,2021-11-08,2021-11-09,2021-10-03
504878,MD,INDIVIDUAL,"5 years","S.P. Richards",A,MORTGAGE,"Fully Paid",650279,car,A4," 36 months","Not Verified",100000,0.0803,342.21,0.0751,11000,36,12106,2021-12-06,2021-12-06,2021-12-07,2021-10-04
638309,NY,INDIVIDUAL,"6 years","altona correctional",A,MORTGAGE,"Fully Paid",817666,car,A1," 36 months","Not Verified",70000,0.0807,180.96,0.0542,6000,45,6515,2021-01-14,2021-01-14,2021-02-14,2021-10-12
636676,NY,INDIVIDUAL,"6 years","Town of Cheektowaga",A,MORTGAGE,"Fully Paid",815592,car,A2," 36 months","Not Verified",51000,0.0137,181.97,0.0579,6000,10,6551,2021-01-14,2021-01-14,2021-02-14,2021-10-12
818975,MO,INDIVIDUAL,"6 years","State of Missouri",A,MORTGAGE,"Fully Paid",1027019,car,A2," 36 months","Not Verified",41664,0.1529,121.67,0.0599,4000,26,4254,2021-11-13,2021-11-13,2021-12-13,2021-11-07
608997,UT,INDIVIDUAL,"6 years","Avocent Corp",A,MORTGAGE,"Fully Paid",773056,car,A5," 36 months","Not Verified",97000,0.1018,252.86,0.0691,12975,12,8921,2021-12-10,2021-12-10,2021-12-11,2021-10-11
775213,GA,INDIVIDUAL,"7 years","Porsche Cars N.A",A,MORTGAGE,"Fully Paid",977451,car,A1," 36 months","Not Verified",68000,0.0145,90.48,0.0542,3000,25,3257,2021-06-14,2021-06-14,2021-07-14,2021-11-06
446193,PA,INDIVIDUAL,"7 years","Compleat Restorations",A,MORTGAGE,"Fully Paid",423921,car,A2," 36 months","Not Verified",52700,0.1724,124.24,0.074,4000,18,4472,2021-04-16,2021-12-10,2021-12-11,2021-09-10
828138,GA,INDIVIDUAL,"7 years","American Home Shield",A,MORTGAGE,"Fully Paid",1037146,car,A2," 36 months","Not Verified",55000,0.1462,91.26,0.0599,3000,39,3071,2021-12-01,2021-12-01,2021-12-02,2021-11-07
444464,MD,INDIVIDUAL,"< 1 year","Indus Corporation",A,MORTGAGE,"Fully Paid",541920,car,A3," 36 months","Not Verified",45000,0.1139,185.76,0.0774,5950,18,5989,2021-11-09,2021-09-11,2021-09-12,2021-09-09
481657,NY,INDIVIDUAL,"< 1 year","NYC TRANSIT",A,MORTGAGE,"Fully Paid",612600,car,A4," 36 months","Not Verified",58000,0.0989,298.65,0.0751,9600,11,10669,2021-04-16,2021-12-05,2021-12-06,2021-10-02
997561,KY,INDIVIDUAL,"10+ years","S&S Tire",A,MORTGAGE,"Fully Paid",1222660,car,A3," 36 months","Not Verified",80796,0.1019,155.56,0.0751,5000,29,5061,2021-12-15,2021-12-05,2021-12-06,2021-11-10
891766,OK,INDIVIDUAL,"3 years","Eye care centers of america",A,MORTGAGE,"Fully Paid",1108628,car,A4," 36 months","Not Verified",30000,0.092,159.59,0.079,5100,23,5734,2021-12-15,2021-06-14,2021-07-14,2021-11-09
749248,TX,INDIVIDUAL,"7 years","Dematic Corp.",A,MORTGAGE,"Fully Paid",948466,car,A3," 36 months","Not Verified",73440,0.0559,216.11,0.0699,7000,11,7670,2021-05-16,2021-04-13,2021-05-13,2021-11-05
353365,PA,INDIVIDUAL,"10+ years",Self-employed,A,MORTGAGE,"Fully Paid",356975,car,A4," 36 months","Not Verified",26796,0.0658,78.72,0.0832,3000,15,2834,2021-11-08,2021-11-08,2021-11-09,2021-08-08
1032953,NY,INDIVIDUAL,"10+ years","NY State",A,MORTGAGE,"Fully Paid",1262713,car,A5," 36 months","Not Verified",47500,0.1976,111.14,0.089,3500,34,3526,2021-10-15,2021-12-01,2021-12-02,2021-11-11
442982,OH,INDIVIDUAL,"1 year","BP Corporation North America",A,MORTGAGE,"Fully Paid",538542,car,A3," 36 months","Not Verified",79000,0.0317,218.54,0.0774,7000,22,7724,2021-11-07,2021-11-08,2021-11-09,2021-09-09
888206,AR,INDIVIDUAL,"10+ years","TEMPLE INLAND",A,MORTGAGE,"Fully Paid",1104499,car,A2," 36 months","Not Verified",49536,0.0908,159.66,0.0662,5200,29,5229,2021-11-11,2021-11-11,2021-11-12,2021-11-09
793476,KS,INDIVIDUAL,"10+ years","Farrar Corp",A,MORTGAGE,"Fully Paid",997991,car,A2," 36 months","Not Verified",96000,0.1465,127.76,0.0599,4200,20,4430,2021-12-08,2021-12-08,2021-12-09,2021-11-06
777143,MO,INDIVIDUAL,"10+ years","Lee's Summit Schools",A,MORTGAGE,"Fully Paid",979595,car,A3," 36 months","Not Verified",69600,0.131,37.05,0.0699,1200,22,1305,2021-05-16,2021-02-13,2021-03-13,2021-11-06
978335,TX,INDIVIDUAL,"3 years",CareFusion,A,MORTGAGE,"Fully Paid",1201393,car,A1," 36 months","Not Verified",84554.16,0.1524,109.57,0.0603,3600,32,3768,2021-02-15,2021-12-10,2021-12-11,2021-11-10
664660,AZ,INDIVIDUAL,"3 years","TransPac Aviation Academy",A,MORTGAGE,"Fully Paid",849849,car,A1," 36 months","Not Verified",90000,0.1035,90.48,0.0542,3000,30,3099,2021-11-10,2021-11-10,2021-11-11,2021-11-02
510217,PA,INDIVIDUAL,"3 years",TIAA-CREF,A,MORTGAGE,"Fully Paid",658773,car,A2," 36 months","Not Verified",85000,0.1276,123.08,0.0676,4000,27,4431,2021-07-15,2021-05-13,2021-06-13,2021-10-05
578534,CO,INDIVIDUAL,"3 years","Holland Hart LLP",A,MORTGAGE,"Fully Paid",743854,car,A5," 36 months","Not Verified",35100,0.1593,145.46,0.0788,4650,10,5237,2021-08-15,2021-09-13,2021-10-13,2021-10-09
795748,TX,INDIVIDUAL,"3 years",TTUHSC,A,MORTGAGE,"Fully Paid",1000505,car,A5," 36 months","Not Verified",45600,0.1605,45.77,0.0849,1450,18,1647,2021-05-16,2021-06-14,2021-07-14,2021-11-06
660364,CA,INDIVIDUAL,"6 years","Universal Punch Corp.",A,MORTGAGE,"Fully Paid",844598,car,A3," 36 months","Not Verified",81504,0.2488,74.02,0.0692,2400,27,2572,2021-12-06,2021-12-06,2021-12-07,2021-11-01
869076,NV,INDIVIDUAL,"6 years","Executive Jet Management",A,MORTGAGE,"Fully Paid",1064045,car,A4," 36 months","Not Verified",97000,0.0878,186.61,0.0749,6000,20,6527,2021-04-16,2021-03-13,2021-04-13,2021-11-09
537890,MA,INDIVIDUAL,"8 years","valley Plating",A,MORTGAGE,"Fully Paid",694760,car,A3," 36 months","Not Verified",57000,0.1166,216.59,0.0714,7000,30,7699,2021-07-14,2021-12-07,2021-12-08,2021-10-06
441568,TX,INDIVIDUAL,"9 years","Cypress-Fairbanks ISD",A,MORTGAGE,"Fully Paid",535793,car,A3," 36 months","Not Verified",102996,0.1547,249.75,0.0774,8000,30,8934,2021-12-01,2021-12-01,2021-12-02,2021-09-09
784597,VA,INDIVIDUAL,"1 year","Fleetwood Goldcowyard",A,MORTGAGE,"Fully Paid",963690,car,A2," 36 months","Not Verified",60000,0.026,228.14,0.0599,7500,30,7911,2021-11-13,2021-12-09,2021-12-10,2021-11-06
617174,CA,INDIVIDUAL,"10+ years","USA Properties Fund",A,MORTGAGE,"Fully Paid",791294,car,A2," 36 months","Not Verified",66560,0.0757,127.38,0.0579,4200,29,4394,2021-05-16,2021-11-11,2021-11-12,2021-10-11
1004390,IL,INDIVIDUAL,"2 years","Tony Pai LLC",A,MORTGAGE,"Fully Paid",1230821,car,A2," 36 months","Not Verified",124800,0.1124,153.52,0.0662,5000,25,5182,2021-03-13,2021-03-13,2021-04-13,2021-11-10
594970,IL,INDIVIDUAL,"2 years","Ideosity, Inc.",A,MORTGAGE,"Fully Paid",763931,car,A2," 36 months","Not Verified",120000,0.211,184.61,0.0676,6000,63,6416,2021-12-02,2021-12-01,2021-12-02,2021-10-10
577896,WV,INDIVIDUAL,"2 years",AEP,A,MORTGAGE,"Fully Paid",743084,car,A4," 36 months","Not Verified",97200,0.0877,171.11,0.0751,5500,26,6138,2021-05-16,2021-03-13,2021-04-13,2021-10-09
427621,IL,INDIVIDUAL,"4 years","ConnectGO Internet Inc",A,MORTGAGE,"Fully Paid",451034,car,A5," 36 months","Not Verified",100000,0.096,142.98,0.0894,4500,49,5125,2021-12-11,2021-12-02,2021-12-03,2021-09-08
607161,CA,INDIVIDUAL,"5 years","st joseph",A,MORTGAGE,"Fully Paid",778911,car,A2," 36 months","Not Verified",60000,0.0398,193.34,0.0579,7200,13,6493,2021-11-06,2021-11-04,2021-11-05,2021-10-11
1050591,TX,INDIVIDUAL,"7 years","Westlake Chemical Company",A,MORTGAGE,"Fully Paid",1281827,car,A2," 36 months","Not Verified",60000,0.1984,128.96,0.0662,4200,29,4642,2021-02-15,2021-12-14,2022-01-14,2021-11-12
784065,CA,INDIVIDUAL,"8 years",DDI,A,MORTGAGE,"Fully Paid",987239,car,A3," 36 months","Not Verified",44000,0.0982,111.15,0.0699,3600,21,4001,2021-06-14,2021-07-14,2021-08-14,2021-11-06
973462,MO,INDIVIDUAL,"< 1 year","Shick USA",A,MORTGAGE,"Fully Paid",1195465,car,A2," 36 months","Not Verified",54000,0.2227,294.76,0.0662,9600,34,10371,2021-05-13,2021-05-13,2021-06-13,2021-11-10
375143,NJ,INDIVIDUAL,"< 1 year","United Natural Food Inc",A,MORTGAGE,"Fully Paid",397032,car,A2," 36 months","Not Verified",105000,0.1409,155.96,0.0768,5000,38,5614,2021-04-14,2021-12-02,2021-12-03,2021-09-01
737546,PA,INDIVIDUAL,"1 year",EvolveIP,A,MORTGAGE,"Fully Paid",934744,car,A2," 36 months","Not Verified",71040,0.0764,90.99,0.0579,3000,25,3117,2021-02-16,2021-12-02,2021-12-03,2021-11-04
571927,WY,INDIVIDUAL,"10+ years","Murphy's Mountain Jewelers",A,MORTGAGE,"Fully Paid",735661,car,A3," 36 months","Not Verified",22000,0.1309,222.78,0.0714,7200,15,8020,2021-03-14,2021-09-13,2021-10-13,2021-10-08
555691,WA,INDIVIDUAL,"5 years","city of hoquiam",A,MORTGAGE,"Fully Paid",715619,car,A4," 36 months","Not Verified",66000,0.1149,264.45,0.0751,8500,24,9520,2021-08-13,2021-08-13,2021-09-13,2021-10-07
563254,TX,INDIVIDUAL,"5 years","L-3 Communications",A,MORTGAGE,"Fully Paid",724759,car,A3," 36 months","Not Verified",88000,0.0068,123.77,0.0714,4000,22,4117,2021-11-04,2021-11-05,2021-11-06,2021-10-08
613392,VA,INDIVIDUAL,"10+ years","Standex Engraving LLC",B,MORTGAGE,"Fully Paid",786442,car,B2," 36 months","Not Verified",90000,0.0913,111.71,0.0925,3500,15,4022,2021-11-13,2021-12-13,2022-01-13,2021-10-11
